frame_num,nose,left_eye,right_eye,right_shoulder,left_shoulder,left_elbow,right_elbow,right_wrist,left_wrist,left_hip,right_hip,left_knee,right_knee
35.0,"(0.5247164368629456, 0.5698854923248291, -0.076777383685112)","(0.5290398597717285, 0.5604588985443115, -0.08937041461467743)","(0.5272471308708191, 0.5603304505348206, -0.0671488344669342)","(0.529042661190033, 0.6183124780654907, 0.05323270708322525)","(0.5647881031036377, 0.6148236393928528, -0.10370803624391556)","(0.5849341154098511, 0.6815614700317383, -0.137821763753891)","(0.522381067276001, 0.6840865612030029, 0.08231034874916077)","(0.5015252232551575, 0.7186550498008728, 0.01808193512260914)","(0.5555941462516785, 0.7105676531791687, -0.17465458810329437)","(0.5625165700912476, 0.7459151744842529, -0.057511333376169205)","(0.5453201532363892, 0.7486311197280884, 0.05761568248271942)","(0.5413603186607361, 0.8440060019493103, -0.09243343770503998)","(0.5554771423339844, 0.8495829105377197, 0.07258730381727219)"
36.0,"(0.5259333252906799, 0.5690962672233582, -0.05305659770965576)","(0.5298694968223572, 0.5598833560943604, -0.06103886663913727)","(0.5281569957733154, 0.5596391558647156, -0.04266311600804329)","(0.5296323299407959, 0.6175486445426941, 0.07696688175201416)","(0.5643871426582336, 0.6145932078361511, -0.08838148415088654)","(0.5854768753051758, 0.6812648177146912, -0.12118707597255707)","(0.5226340889930725, 0.6808487772941589, 0.09378568828105927)","(0.5013889074325562, 0.7149682641029358, 0.014471451751887798)","(0.5559208393096924, 0.7089564800262451, -0.15473595261573792)","(0.5610062479972839, 0.7456100583076477, -0.05678291618824005)","(0.5449573397636414, 0.7472931742668152, 0.05690355971455574)","(0.5370093584060669, 0.8442773222923279, -0.09692118316888809)","(0.5598258972167969, 0.8492176532745361, 0.06973923742771149)"
37.0,"(0.5258604884147644, 0.5690948367118835, -0.051059190183877945)","(0.5295464992523193, 0.5598008632659912, -0.057378772646188736)","(0.5276884436607361, 0.559601366519928, -0.040590882301330566)","(0.5278186798095703, 0.6177129149436951, 0.07841065526008606)","(0.5642561316490173, 0.6152548789978027, -0.08068599551916122)","(0.5829124450683594, 0.6810594201087952, -0.11505291610956192)","(0.5221993923187256, 0.6807106733322144, 0.08788318186998367)","(0.4992089569568634, 0.7140868902206421, -0.005152615252882242)","(0.5547917485237122, 0.708210289478302, -0.14963354170322418)","(0.5603987574577332, 0.7456526160240173, -0.05650625005364418)","(0.5431011319160461, 0.7472503781318665, 0.056643880903720856)","(0.531623899936676, 0.844315767288208, -0.10326565057039261)","(0.5579777956008911, 0.8488855957984924, 0.07356453686952591)"
38.0,"(0.5229378938674927, 0.5690059065818787, -0.03853645175695419)","(0.527153730392456, 0.5598217248916626, -0.04504208266735077)","(0.5255662202835083, 0.5594896674156189, -0.028117600828409195)","(0.5263630151748657, 0.6176236271858215, 0.08369501680135727)","(0.5587263703346252, 0.6164361834526062, -0.07161416113376617)","(0.5822867751121521, 0.6811835765838623, -0.10688818246126175)","(0.5192707777023315, 0.6803976893424988, 0.08486248552799225)","(0.49555504322052, 0.7119724750518799, -0.01202386524528265)","(0.5520340800285339, 0.7080463171005249, -0.13533583283424377)","(0.5536524653434753, 0.7456821799278259, -0.05563540756702423)","(0.5369274020195007, 0.7472636103630066, 0.05575375258922577)","(0.5276308059692383, 0.84438556432724, -0.09669061005115509)","(0.5523912906646729, 0.8481234908103943, 0.0741734430193901)"
39.0,"(0.520466148853302, 0.5685920715332031, -0.05119265615940094)","(0.5250427722930908, 0.5597805380821228, -0.057354167103767395)","(0.5229140520095825, 0.559331476688385, -0.04185132682323456)","(0.5222504138946533, 0.6175990104675293, 0.07399605214595795)","(0.5532222390174866, 0.6181499361991882, -0.07501395046710968)","(0.5756428837776184, 0.6836288571357727, -0.11051127314567566)","(0.516623318195343, 0.6801459193229675, 0.08304288238286972)","(0.49234679341316223, 0.7112221717834473, -0.007971314713358879)","(0.5461042523384094, 0.7108422517776489, -0.1313430517911911)","(0.5475350022315979, 0.7460715770721436, -0.05549074709415436)","(0.5307242274284363, 0.7472683787345886, 0.055632784962654114)","(0.523003339767456, 0.8446835279464722, -0.0974724069237709)","(0.5457565188407898, 0.8475856184959412, 0.08054041862487793)"
40.0,"(0.5178623199462891, 0.568728506565094, -0.05578678846359253)","(0.5223882794380188, 0.5603432655334473, -0.061572764068841934)","(0.5201994180679321, 0.5595089197158813, -0.04576994106173515)","(0.519226610660553, 0.6177166104316711, 0.07175862789154053)","(0.5494563579559326, 0.621711254119873, -0.08456958085298538)","(0.569368302822113, 0.6873776912689209, -0.11218646168708801)","(0.5150462985038757, 0.6804260015487671, 0.09159476310014725)","(0.49114713072776794, 0.7114467024803162, 0.02238733321428299)","(0.5413492918014526, 0.7157061696052551, -0.13499487936496735)","(0.543867290019989, 0.7494134306907654, -0.05651719495654106)","(0.5266802310943604, 0.7492250800132751, 0.05661129578948021)","(0.518115758895874, 0.8449349999427795, -0.09316492825746536)","(0.5295146703720093, 0.848480761051178, 0.0783189907670021)"
41.0,"(0.509614884853363, 0.5686950087547302, -0.09982483834028244)","(0.5145599842071533, 0.5603411793708801, -0.10346564650535583)","(0.5120628476142883, 0.5594632029533386, -0.08831147104501724)","(0.509164571762085, 0.6153494715690613, 0.04945088550448418)","(0.5424550771713257, 0.6238024234771729, -0.09607922285795212)","(0.5594271421432495, 0.689292848110199, -0.11792147904634476)","(0.5039247870445251, 0.6758553385734558, 0.07381194084882736)","(0.4866916537284851, 0.7113392353057861, -0.009055549278855324)","(0.5299136638641357, 0.714860200881958, -0.14501017332077026)","(0.5339305400848389, 0.751182496547699, -0.05327989161014557)","(0.5134585499763489, 0.7496025562286377, 0.05333227291703224)","(0.5094310641288757, 0.8462674617767334, -0.07053916156291962)","(0.5013440847396851, 0.848427951335907, 0.019237341359257698)"
42.0,"(0.5048684477806091, 0.5665671825408936, -0.1195530891418457)","(0.5099570751190186, 0.5588282346725464, -0.1219913586974144)","(0.5070682168006897, 0.5578412413597107, -0.10795460641384125)","(0.5032102465629578, 0.6115343570709229, 0.033338047564029694)","(0.5384820699691772, 0.623404860496521, -0.10223431885242462)","(0.5538594126701355, 0.6899067163467407, -0.11835018545389175)","(0.500017523765564, 0.6722723841667175, 0.06222938746213913)","(0.4833003580570221, 0.7103137373924255, -0.017890501767396927)","(0.5223023295402527, 0.7148120999336243, -0.1468667984008789)","(0.525600254535675, 0.752147376537323, -0.04786474257707596)","(0.5062122941017151, 0.749339759349823, 0.047879431396722794)","(0.504003643989563, 0.8471555709838867, -0.06347570568323135)","(0.4897887110710144, 0.8477399945259094, 0.00987719651311636)"
43.0,"(0.5008192658424377, 0.5631624460220337, -0.119963638484478)","(0.5056740641593933, 0.5561237931251526, -0.1217273399233818)","(0.5026651620864868, 0.555059552192688, -0.1086006909608841)","(0.4987441897392273, 0.6063705086708069, 0.02639143541455269)","(0.5355195999145508, 0.6218744516372681, -0.09689893573522568)","(0.5492808818817139, 0.6893647909164429, -0.10708751529455185)","(0.4972710907459259, 0.6681914329528809, 0.05520587041974068)","(0.48124614357948303, 0.7066625356674194, -0.02344154380261898)","(0.5183847546577454, 0.7142083644866943, -0.1436743587255478)","(0.5229458212852478, 0.7494879364967346, -0.042920518666505814)","(0.5005105137825012, 0.7448850274085999, 0.042948804795742035)","(0.505778968334198, 0.8468115329742432, -0.06604824960231781)","(0.48344090580940247, 0.8405399918556213, 0.032299283891916275)"
44.0,"(0.5000894069671631, 0.5547365546226501, -0.1017284169793129)","(0.5050908923149109, 0.5476884841918945, -0.10566113144159317)","(0.5023201107978821, 0.5466473698616028, -0.09044226258993149)","(0.4952951967716217, 0.5990155339241028, 0.038137003779411316)","(0.5354741811752319, 0.6143867373466492, -0.07483365386724472)","(0.5473416447639465, 0.6818617582321167, -0.08512012660503387)","(0.4935578405857086, 0.6630929708480835, 0.06244600936770439)","(0.47933799028396606, 0.7027558088302612, -0.01913575455546379)","(0.5179205536842346, 0.7070627808570862, -0.12723425030708313)","(0.5220398306846619, 0.7409548759460449, -0.03697022423148155)","(0.49728867411613464, 0.73622065782547, 0.03696988523006439)","(0.5083276629447937, 0.8416741490364075, -0.054675307124853134)","(0.4826747477054596, 0.8322287201881409, 0.0010697328252717853)"
45.0,"(0.49810463190078735, 0.5505695939064026, -0.09687922894954681)","(0.5032873749732971, 0.5433580279350281, -0.1032419353723526)","(0.5005026459693909, 0.5423961281776428, -0.08498204499483109)","(0.4909196197986603, 0.5940202474594116, 0.04209451004862785)","(0.5342710018157959, 0.6083913445472717, -0.06210431829094887)","(0.5457507967948914, 0.6749462485313416, -0.08117774873971939)","(0.48979488015174866, 0.6572955250740051, 0.06476709246635437)","(0.4775887727737427, 0.6974589824676514, -0.024847496300935745)","(0.5164090991020203, 0.6983963847160339, -0.13525815308094025)","(0.5194375514984131, 0.7355910539627075, -0.034812793135643005)","(0.4938300549983978, 0.7307887673377991, 0.03482508659362793)","(0.5077530741691589, 0.8396426439285278, -0.04552774131298065)","(0.4800478219985962, 0.829382061958313, 0.008924352936446667)"
46.0,"(0.4960426986217499, 0.5477535128593445, -0.08623382449150085)","(0.5012859106063843, 0.5401617288589478, -0.08658936619758606)","(0.4978473484516144, 0.539186954498291, -0.07672888785600662)","(0.4857938587665558, 0.5909069776535034, 0.04701710492372513)","(0.5312471389770508, 0.6029201149940491, -0.03834329918026924)","(0.5430505275726318, 0.6686912178993225, -0.05858125165104866)","(0.4853396713733673, 0.6516991853713989, 0.06482494622468948)","(0.472910612821579, 0.6926088333129883, -0.02908039651811123)","(0.5148441791534424, 0.6921584010124207, -0.12233263999223709)","(0.5164772868156433, 0.7312098741531372, -0.027065427973866463)","(0.4903557598590851, 0.7260900139808655, 0.02711446024477482)","(0.505577802658081, 0.8379144668579102, -0.036633845418691635)","(0.474752277135849, 0.830487847328186, 0.008393845520913601)"
47.0,"(0.49691805243492126, 0.549726665019989, -0.09487710148096085)","(0.5013493299484253, 0.5418478846549988, -0.08896908909082413)","(0.4971584379673004, 0.5409901738166809, -0.08559980988502502)","(0.4786176085472107, 0.5917453169822693, 0.040439147502183914)","(0.5271404981613159, 0.6012782454490662, -0.013417845591902733)","(0.5401974320411682, 0.66504967212677, -0.029968254268169403)","(0.478463351726532, 0.6502227783203125, 0.04398394748568535)","(0.4682011008262634, 0.6892650127410889, -0.060172997415065765)","(0.5129570364952087, 0.6889389753341675, -0.10793084651231766)","(0.5119448304176331, 0.7317723631858826, -0.016398971900343895)","(0.48487451672554016, 0.7268011569976807, 0.01644952967762947)","(0.5028184056282043, 0.835590124130249, -0.018384216353297234)","(0.4670172333717346, 0.8321390151977539, -0.006517023779451847)"
48.0,"(0.4954036474227905, 0.5515010356903076, -0.09957525134086609)","(0.49905091524124146, 0.5435261726379395, -0.09125597029924393)","(0.4947209358215332, 0.5428836941719055, -0.09040841460227966)","(0.4717051088809967, 0.5935622453689575, 0.03272330388426781)","(0.52183598279953, 0.6028441786766052, -0.0002506038290448487)","(0.5356703996658325, 0.666275680065155, -0.010968824848532677)","(0.47082123160362244, 0.6522004008293152, 0.03302846476435661)","(0.46253687143325806, 0.6913130879402161, -0.07594645023345947)","(0.5104077458381653, 0.6901783347129822, -0.0971350371837616)","(0.5072155594825745, 0.7337655425071716, -0.011627555824816227)","(0.4794621765613556, 0.7294744253158569, 0.011702822521328926)","(0.49745601415634155, 0.8365898728370667, 0.0014959886902943254)","(0.45921239256858826, 0.8332790732383728, -0.027781926095485687)"
49.0,"(0.49733465909957886, 0.5595874786376953, -0.13122759759426117)","(0.5000562071800232, 0.5510298013687134, -0.12005647271871567)","(0.4956470727920532, 0.549511194229126, -0.12218549102544785)","(0.4652355909347534, 0.5998790264129639, -0.002764933742582798)","(0.5178124904632568, 0.6058115363121033, -0.01717470772564411)","(0.5321862697601318, 0.6675637364387512, -0.027506139129400253)","(0.4603373408317566, 0.655570387840271, 0.006015753839164972)","(0.4563365876674652, 0.7019087076187134, -0.08693984150886536)","(0.5095018148422241, 0.6920119524002075, -0.11822933703660965)","(0.5054032206535339, 0.7406200766563416, -0.006922794505953789)","(0.47685396671295166, 0.7379284501075745, 0.0069877044297754765)","(0.495491087436676, 0.8445674180984497, -0.005488188937306404)","(0.4536852538585663, 0.8414382338523865, -0.03584904596209526)"
50.0,"(0.5018821358680725, 0.571233332157135, -0.1363029181957245)","(0.5015246272087097, 0.5632380843162537, -0.12617214024066925)","(0.4961826503276825, 0.5619770288467407, -0.13143296539783478)","(0.4631635248661041, 0.6133968830108643, -0.03405801206827164)","(0.5168401598930359, 0.6163278818130493, -0.028622055426239967)","(0.5310046672821045, 0.6751901507377625, -0.03281521052122116)","(0.4523167908191681, 0.669371485710144, -0.008380248211324215)","(0.45402413606643677, 0.7142232656478882, -0.07039943337440491)","(0.5112636089324951, 0.7003955841064453, -0.1380334496498108)","(0.50328129529953, 0.7490724921226501, -0.0037642247043550014)","(0.47375959157943726, 0.7467393279075623, 0.0038275946862995625)","(0.4967626631259918, 0.8510280251502991, -0.002736488590016961)","(0.4518602192401886, 0.8496960401535034, -0.03914523124694824)"
51.0,"(0.5036869645118713, 0.5794729590415955, -0.1327369660139084)","(0.5025922656059265, 0.571135401725769, -0.12317726016044617)","(0.49703449010849, 0.570336639881134, -0.12904493510723114)","(0.45861127972602844, 0.6227996349334717, -0.04379921779036522)","(0.5138099789619446, 0.6233740448951721, -0.031642328947782516)","(0.5264910459518433, 0.680418074131012, -0.03360404074192047)","(0.44268563389778137, 0.6764539480209351, -0.024564014747738838)","(0.44936972856521606, 0.7228738069534302, -0.0806514173746109)","(0.5101804137229919, 0.7110940217971802, -0.13706240057945251)","(0.49902886152267456, 0.7575470805168152, -0.0021975026465952396)","(0.4681578576564789, 0.75436931848526, 0.00226607802323997)","(0.49479207396507263, 0.8562992215156555, -0.0011349923443049192)","(0.4478406608104706, 0.8541610240936279, -0.049488652497529984)"
52.0,"(0.5032446384429932, 0.580079197883606, -0.12685126066207886)","(0.501146674156189, 0.571444571018219, -0.1179664358496666)","(0.4979337453842163, 0.570929765701294, -0.12464316934347153)","(0.45478498935699463, 0.625737190246582, -0.05662243813276291)","(0.5091462135314941, 0.6250805258750916, -0.02877570502460003)","(0.5186823606491089, 0.6825733184814453, -0.009832383133471012)","(0.43475285172462463, 0.6798827052116394, -0.0391354076564312)","(0.44467833638191223, 0.7294080853462219, -0.08151116222143173)","(0.5062166452407837, 0.7212862968444824, -0.09660308063030243)","(0.49380868673324585, 0.7585946321487427, 0.0025543570518493652)","(0.4632159173488617, 0.7567885518074036, -0.0024925805628299713)","(0.49132296442985535, 0.857239842414856, -0.00989745743572712)","(0.44383975863456726, 0.8574081063270569, -0.04294261708855629)"
53.0,"(0.5031483769416809, 0.5803202390670776, -0.12245473265647888)","(0.500503659248352, 0.5720600485801697, -0.11413410305976868)","(0.49822181463241577, 0.5716747641563416, -0.12274646759033203)","(0.4543200135231018, 0.6266193389892578, -0.06487215310335159)","(0.5071126222610474, 0.6238253712654114, -0.01503052469342947)","(0.5131705403327942, 0.6819537281990051, 0.022116810083389282)","(0.4321000874042511, 0.6805325150489807, -0.04869783669710159)","(0.44383829832077026, 0.7290345430374146, -0.0842166319489479)","(0.5062679648399353, 0.7196789979934692, -0.05362101271748543)","(0.49187716841697693, 0.7584208846092224, 0.008091563358902931)","(0.46166113018989563, 0.7567763924598694, -0.008037534542381763)","(0.4902869462966919, 0.8579798340797424, -0.03525497764348984)","(0.4402507543563843, 0.859653115272522, -0.04767228662967682)"
54.0,"(0.5022422671318054, 0.5810451507568359, -0.10992718487977982)","(0.49927571415901184, 0.5728198289871216, -0.09907449036836624)","(0.4976235330104828, 0.5725262761116028, -0.12174800783395767)","(0.452885240316391, 0.6261507272720337, -0.06579229980707169)","(0.5036302208900452, 0.6228998899459839, 0.00930198933929205)","(0.5065100193023682, 0.6817805171012878, 0.06681366264820099)","(0.4298642575740814, 0.6796399354934692, -0.05692007765173912)","(0.4439018964767456, 0.7278763651847839, -0.0908028781414032)","(0.5063846111297607, 0.7167519927024841, 0.014455586671829224)","(0.4874466061592102, 0.7602109313011169, 0.016286155208945274)","(0.45885464549064636, 0.7576262950897217, -0.01620420627295971)","(0.4888550639152527, 0.8581982851028442, -0.04603372514247894)","(0.43609416484832764, 0.8598169684410095, -0.06183191016316414)"
